Entry	Entry name	Status	Protein names	Gene names	Organism	Taxonomic lineage (ALL)	Taxonomic lineage IDs	Taxonomic lineage (CLASS)	Taxonomic lineage (PHYLUM)	Taxonomic lineage (SUBPHYLUM)	Taxonomic lineage (SUBCLASS)	Taxonomic lineage (KINGDOM)	Taxonomic lineage (SUPERPHYLUM)	Taxonomic lineage (SUPERKINGDOM)	Taxonomic lineage (SUPERCLASS)	Taxonomic lineage (SUBKINGDOM)	Proteomes
Q9R0W1	PITX2_RAT	reviewed	Pituitary homeobox 2 (Homeobox protein PITX2) (Paired-like homeodomain transcription factor 2) (rPtx2)	Pitx2 Ptx2	Rattus norvegicus (Rat)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Glires (Rodents and rabbits), Rodentia, Myomorpha (mice and others), Muroidea, Muridae, Murinae, Rattus, Rattus norvegicus (Rat)	10116	Mammalia	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000002494: Chromosome 2
Q02193	BDNF_XIPMA	reviewed	Brain-derived neurotrophic factor (BDNF)	bdnf	Xiphophorus maculatus (Southern platyfish) (Platypoecilus maculatus)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Ovalentaria, Atherinomorphae, Cyprinodontiformes (killifishes and others), Cyprinodontoidei, Poeciliidae (livebearers), Poeciliinae, Xiphophorus, Xiphophorus maculatus (Southern platyfish) (Platypoecilus maculatus)	8083	Actinopteri	Chordata	Craniata	Neopterygii	Metazoa		Eukaryota	Actinopterygii		UP000002852: Unassembled WGS sequence
C9WMM5	VCP_APIME	reviewed	Venom serine carboxypeptidase (EC 3.4.16.5) (allergen Api m 9)		Apis mellifera (Honeybee)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Hymenoptera, Apocrita (wasps, ants, and bees), Aculeata, Apoidea (bees), Apidae (bumble bees and honey bees), Apinae (honey bees), Apini, Apis, Apis mellifera (Honeybee)	7460	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000005203: Unplaced
Q07943	VDP_BOMMO	reviewed	Vitellin-degrading protease (EC 3.4.21.-) [Cleaved into: Beta-VTN protease; Alpha-VTN protease chain 1; Alpha-VTN protease chain 2]		Bombyx mori (Silk moth)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Amphiesmenoptera, Lepidoptera (butterflies and moths), Glossata, Neolepidoptera, Heteroneura, Ditrysia, Obtectomera, Bombycoidea (hawk-moths), Bombycidae (silkworm moths), Bombycinae, Bombyx, Bombyx mori (Silk moth)	7091	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000005204: Unassembled WGS sequence
A0A158NK06	A0A158NK06_ATTCE	unreviewed	Sm protein F	105620997	Atta cephalotes (Leafcutter ant)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Hymenoptera, Apocrita (wasps, ants, and bees), Aculeata, Formicoidea, Formicidae, Myrmicinae, Attini, Atta (leaf cutting ants), Atta cephalotes (Leafcutter ant)	12957	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000005205: Unassembled WGS sequence
Q03423	B2MG_ORENI	reviewed	Beta-2-microglobulin (Fragment)	b2m	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Ovalentaria, Cichlomorphae, Cichliformes (cichlids and convict blennies), Cichlidae, African cichlids, Pseudocrenilabrinae, Oreochromini, Oreochromis, Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	8128	Actinopteri	Chordata	Craniata	Neopterygii	Metazoa		Eukaryota	Actinopterygii		UP000005207: Unplaced
O54761	ALMS_ICTTR	reviewed	Alpha-1-antitrypsin-like protein GS55-MS		Ictidomys tridecemlineatus (Thirteen-lined ground squirrel) (Spermophilus tridecemlineatus)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Glires (Rodents and rabbits), Rodentia, Sciuromorpha (squirrels), Sciuridae, Xerinae, Marmotini, Ictidomys (lined ground squirrels), Ictidomys tridecemlineatus (Thirteen-lined ground squirrel) (Spermophilus tridecemlineatus)	43179	Mammalia	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000005215: Unassembled WGS sequence
Q2QLH0	CFTR_OTOGA	reviewed	Cystic fibrosis transmembrane conductance regulator (CFTR) (ATP-binding cassette sub-family C member 7) (Channel conductance-controlling ATPase) (EC 5.6.1.6) (cAMP-dependent chloride channel)	CFTR ABCC7	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Strepsirrhini (prosimians), Lorisiformes, Galagidae (galagos), Otolemur (greater bushbabies), Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	30611	Mammalia	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000005225: Unassembled WGS sequence
Q90YI8	TAL1_TAKRU	reviewed	T-cell acute lymphocytic leukemia protein 1 (TAL-1) (FrSCL) (Stem cell protein)	tal1 scl	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Eupercaria, Tetraodontiformes (pufferfishes and others), Tetraodontoidei, Tetradontoidea, Tetraodontidae (puffers), Takifugu, Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	31033	Actinopteri	Chordata	Craniata	Neopterygii	Metazoa		Eukaryota	Actinopterygii		UP000005226: Unplaced
Q6E3C7	CPB1_CAEJA	reviewed	Cytoplasmic polyadenylation element-binding protein 1	cpb-1	Caenorhabditis japonica	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditina, Rhabditomorpha, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis japonica	281687	Chromadorea	Nematoda (roundworms)			Metazoa		Eukaryota			UP000005237: Unassembled WGS sequence
Q9NHZ4	OAZ_PRIPA	reviewed	Ornithine decarboxylase antizyme (ODC-Az)		Pristionchus pacificus (Parasitic nematode)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditina, Diplogasteromorpha, Diplogasteroidea, Neodiplogasteridae, Pristionchus, Pristionchus pacificus (Parasitic nematode)	54126	Chromadorea	Nematoda (roundworms)			Metazoa		Eukaryota			UP000005239: Unassembled WGS sequence
O17320	ACT_CRAGI	reviewed	Actin		Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Spiralia, Lophotrochozoa, Mollusca, Bivalvia, Autobranchia, Pteriomorphia, Ostreida, Ostreoidea, Ostreidae (oysters), Crassostrea, Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	29159	Bivalvia	Mollusca		Autobranchia	Metazoa		Eukaryota			UP000005408: Unassembled WGS sequence
Q9WV26	AGTR1_CAVPO	reviewed	Type-1 angiotensin II receptor (Angiotensin II type-1 receptor) (AT1)	AGTR1	Cavia porcellus (Guinea pig)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Glires (Rodents and rabbits), Rodentia, Hystricomorpha, Caviidae (cavies), Cavia (guinea pigs), Cavia porcellus (Guinea pig)	10141	Mammalia	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000005447: Unassembled WGS sequence
Q9NWW9	PLAT2_HUMAN	reviewed	Phospholipase A and acyltransferase 2 (EC 2.3.1.-) (EC 3.1.1.32) (EC 3.1.1.4) (HRAS-like suppressor 2)	PLAAT2 HRASLS2	Homo sapiens (Human)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea (apes), Hominidae (great apes), Homininae, Homo, Homo sapiens (Human)	9606	Mammalia	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000005640: Chromosome 11
P90689	ACT_BRUMA	reviewed	Actin		Brugia malayi (Filarial nematode worm)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Spirurina, Spiruromorpha, Filarioidea, Onchocercidae, Brugia, Brugia malayi (Filarial nematode worm)	6279	Chromadorea	Nematoda (roundworms)			Metazoa		Eukaryota			UP000006672: Unassembled WGS sequence
Q5TM18	VATG2_MACMU	reviewed	V-type proton ATPase subunit G 2 (V-ATPase subunit G 2) (Vacuolar proton pump subunit G 2)	ATP6V1G2	Macaca mulatta (Rhesus macaque)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Cercopithecoidea, Cercopithecidae (Old World monkeys), Cercopithecinae, Macaca (macaques), Macaca mulatta (Rhesus macaque)	9544	Mammalia	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000006718: Chromosome 4
G5BWH8	APOA2_HETGA	reviewed	Apolipoprotein A-II (Apo-AII) (ApoA-II) (Apolipoprotein A2) [Cleaved into: Proapolipoprotein A-II (ProapoA-II); Truncated apolipoprotein A-II]	Apoa2	Heterocephalus glaber (Naked mole rat)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Glires (Rodents and rabbits), Rodentia, Hystricomorpha, Bathyergidae (African mole-rats), Heterocephalus, Heterocephalus glaber (Naked mole rat)	10181	Mammalia	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000006813: Unassembled WGS sequence
Q17029	VATF_ANOGA	reviewed	V-type proton ATPase subunit F (V-ATPase subunit F) (V-ATPase 14 kDa subunit) (Vacuolar proton pump subunit F)	Vha14 AGAP002473	Anopheles gambiae (African malaria mosquito)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Diptera, Nematocera, Culicomorpha, Culicoidea, Culicidae (mosquitos), Anophelinae, Anopheles, Cellia, Pyretophorus, gambiae species complex, Anopheles gambiae (African malaria mosquito)	7165	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000007062: Chromosome 2R
Q06155	VAP1_STRPU	reviewed	Vesicle-associated protein (VAP-1) (Fragment)	VAP-1	Strongylocentrotus purpuratus (Purple sea urchin)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Echinodermata, Eleutherozoa, Echinozoa, Echinoidea (sea urchins), Euechinoidea, Echinacea, Camarodonta, Echinidea, Strongylocentrotidae, Strongylocentrotus, Strongylocentrotus purpuratus (Purple sea urchin)	7668	Echinoidea (sea urchins)	Echinodermata		Euechinoidea	Metazoa		Eukaryota	Echinozoa		UP000007110: Unassembled WGS sequence
A0A212F873	A0A212F873_DANPL	unreviewed	saccharopine dehydrogenase-like oxidoreductase isoform X2	LOC116769306 KGM_202386	Danaus plexippus plexippus	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Amphiesmenoptera, Lepidoptera (butterflies and moths), Glossata, Neolepidoptera, Heteroneura, Ditrysia, Obtectomera, Papilionoidea (butterflies), Nymphalidae (brushfoots), Danainae, Danaini (milkweed butterflies), Danaina, Danaus, Danaus, Danaus plexippus (Monarch butterfly), Danaus plexippus plexippus	278856	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000007151: Unassembled WGS sequence, UP000596680: Chromosome 12
D6WMZ8	ESTJ_TRICA	reviewed	Juvenile hormone esterase (JHE) (EC 3.1.1.59)	Tcjhe TcasGA2_TC013193	Tribolium castaneum (Red flour beetle)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Coleoptera, Polyphaga, Cucujiformia, Tenebrionoidea, Tenebrionidae (darkling ground beetles), Tenebrionidae incertae sedis, Tribolium, Tribolium castaneum (Red flour beetle)	7070	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000007266: Linkage group 5
Q5R2J4	APCD1_PELSI	reviewed	Protein APCDD1 (Adenomatosis polyposis coli down-regulated 1 protein homolog) (PsAPCDD1)	APCDD1	Pelodiscus sinensis (Chinese softshell turtle) (Trionyx sinensis)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Testudinata, Testudines (turtles), Cryptodira (hidden-necked turtles), Trionychia, Trionychidae (soft-shelled turtles), Pelodiscus, Pelodiscus sinensis (Chinese softshell turtle) (Trionyx sinensis)	13735		Chordata	Craniata	Testudinata	Metazoa		Eukaryota	Sarcopterygii		UP000007267: Unassembled WGS sequence
Q4S5X1	CISY_TETNG	reviewed	Citrate synthase, mitochondrial (EC 2.3.3.1) (Citrate (Si)-synthase)	cs GSTENG00023547001	Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Eupercaria, Tetraodontiformes (pufferfishes and others), Tetraodontoidei, Tetradontoidea, Tetraodontidae (puffers), Tetraodon, Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis)	99883	Actinopteri	Chordata	Craniata	Neopterygii	Metazoa		Eukaryota	Actinopterygii		UP000007303: Unassembled WGS sequence
P0C5A0	DUS29_GASAC	reviewed	Dual specificity phosphatase 29 (Dual specificity phosphatase DUPD1) (EC 3.1.3.16) (EC 3.1.3.48)	dusp29 dupd1	Gasterosteus aculeatus (Three-spined stickleback)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Eupercaria, Perciformes (perches and others), Cottioidei, Gasterosteales, Gasterosteidae (sticklebacks & tubesnouts), Gasterosteus, Gasterosteus aculeatus (Three-spined stickleback)	69293	Actinopteri	Chordata	Craniata	Neopterygii	Metazoa		Eukaryota	Actinopterygii		UP000007635: Unassembled WGS sequence
Q108U0	CFTR_LOXAF	reviewed	Cystic fibrosis transmembrane conductance regulator (CFTR) (ATP-binding cassette sub-family C member 7) (Channel conductance-controlling ATPase) (EC 5.6.1.6) (cAMP-dependent chloride channel)	CFTR ABCC7	Loxodonta africana (African elephant)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Afrotheria, Proboscidea (elephants), Elephantidae (elephants), Loxodonta, Loxodonta africana (African elephant)	9785	Mammalia	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000007646: Unassembled WGS sequence
O78711	NU1M_SARHA	reviewed	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	MT-ND1 MTND1 NADH1 ND1	Sarcophilus harrisii (Tasmanian devil) (Sarcophilus laniarius)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Metatheria, Dasyuromorphia, Dasyuridae, Sarcophilus, Sarcophilus harrisii (Tasmanian devil) (Sarcophilus laniarius)	9305	Mammalia	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000007648: Unassembled WGS sequence
B5FZ63	ENY2_TAEGU	reviewed	Transcription and mRNA export factor ENY2 (Enhancer of yellow 2 transcription factor homolog)	ENY2	Taeniopygia guttata (Zebra finch) (Poephila guttata)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Passeroidea, Estrildidae, Estrildinae, Taeniopygia, Taeniopygia guttata (Zebra finch) (Poephila guttata)	59729	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000007754: Chromosome 2
F4X4I2	F4X4I2_ACREC	unreviewed	Protein AATF	G5I_13244 G5I_13245	Acromyrmex echinatior (Panamanian leafcutter ant) (Acromyrmex octospinosus echinatior)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Hymenoptera, Apocrita (wasps, ants, and bees), Aculeata, Formicoidea, Formicidae, Myrmicinae, Attini, Acromyrmex, Acromyrmex echinatior (Panamanian leafcutter ant) (Acromyrmex octospinosus echinatior)	103372	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000007755: Unassembled WGS sequence
B4MXR8	PLK4_DROWI	reviewed	Serine/threonine-protein kinase PLK4 (EC 2.7.11.21) (Polo-like kinase 4) (PLK-4) (Serine/threonine-protein kinase SAK)	SAK GK17621	Drosophila willistoni (Fruit fly)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Diptera, Brachycera, Muscomorpha, Eremoneura, Cyclorrhapha, Schizophora, Acalyptratae, Ephydroidea, Drosophilidae (pomace flies), Drosophilinae, Drosophilini, Drosophila (fruit flies), Sophophora, willistoni group, willistoni subgroup, Drosophila willistoni (Fruit fly)	7260	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000007798: Unassembled WGS sequence
B3MHX6	BOP1_DROAN	reviewed	Ribosome biogenesis protein BOP1 homolog	GF11675	Drosophila ananassae (Fruit fly)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Diptera, Brachycera, Muscomorpha, Eremoneura, Cyclorrhapha, Schizophora, Acalyptratae, Ephydroidea, Drosophilidae (pomace flies), Drosophilinae, Drosophilini, Drosophila (fruit flies), Sophophora, melanogaster group, ananassae subgroup, ananassae species complex, Drosophila ananassae (Fruit fly)	7217	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000007801: Unassembled WGS sequence
